package,lib_path,version,priority,depends,imports,needs_compilation,built,url,source
googlesheets,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.0,NA,R (>= 3.2.0),"cellranger (>= 1.0.0), dplyr (>= 0.4.2), httr (>= 1.1.0),
jsonlite, purrr, readr (>= 0.2.2), stats, stringr, tibble,
tidyr, utils, xml2 (>= 1.0.0)",no,4.5.0,https://github.com/jennybc/googlesheets,GitHub repo = jennybc/googlesheets
googlesheets4,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.1,NA,R (>= 3.6),"cellranger, cli (>= 3.0.0), curl, gargle (>= 1.5.0), glue (>=
1.3.0), googledrive (>= 2.1.0), httr, ids, lifecycle, magrittr,
methods, purrr, rematch2, rlang (>= 1.0.2), tibble (>= 2.1.1),
utils, vctrs (>= 0.2.3), withr",no,4.5.0,"https://googlesheets4.tidyverse.org,
https://github.com/tidyverse/googlesheets4",CRAN
gower,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,NA,NA,yes,4.5.0,https://github.com/markvanderloo/gower,CRAN
GPArotation,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2025.3-1,NA,R (>= 2.0.0),stats,no,4.5.0,https://optimizer.r-forge.r-project.org/GPArotation_www/,CRAN
GPfit,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-9,NA,NA,"lhs (>= 0.5), lattice (>= 0.18-8)",no,4.5.0,NA,CRAN
graphlayouts,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.2,NA,R (>= 3.6.0),"igraph (>= 2.0.0), Rcpp",yes,4.5.0,"https://github.com/schochastics/graphlayouts,
https://schochastics.github.io/graphlayouts/",CRAN
greport,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7-4,NA,"Hmisc (>= 4.0-0),","rms (>= 5.0-0), lattice, latticeExtra, ggplot2, Formula,
survival, methods, data.table",no,4.5.0,"http://hbiostat.org/R/greport/,
https://github.com/harrelfe/greport/",CRAN
gridBase,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4-7,NA,R (>= 2.3.0),"graphics, grid",no,4.5.0,NA,CRAN
gridExtra,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.3,NA,NA,"gtable, grid, grDevices, graphics, utils",no,4.5.0,NA,CRAN
gridGraphics,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5-1,NA,"grid, graphics",grDevices,no,4.5.0,https://github.com/pmur002/gridgraphics,CRAN
gridSVG,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.7-6,NA,NA,"grDevices, graphics, utils, methods, grid, jsonlite, XML",no,4.5.0,NA,CRAN
gridtext,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.5,NA,R (>= 3.5),"curl, grid, grDevices, markdown, rlang, Rcpp, png, jpeg,
stringr, xml2",yes,4.5.0,https://wilkelab.org/gridtext/,CRAN
growthcleanr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.2.0,NA,R (>= 2.10),"R.utils (>= 2.11.0), data.table (>= 1.13.0), tidyr (>= 1.1.0),
plyr (>= 1.8.6), dplyr (>= 1.0.1), foreach (>= 1.5.0),
doParallel (>= 1.0.15), labelled (>= 2.5.0), magrittr (>= 1.5)",no,4.5.0,"https://carriedaymont.github.io/growthcleanr/index.html,
https://github.com/carriedaymont/growthcleanr",CRAN
gsl,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1-8,NA,R (>= 4.0.0),NA,yes,4.5.0,https://github.com/RobinHankin/gsl,CRAN
gstat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1-4,NA,R (>= 2.10),"utils, stats, graphics, methods, lattice, sp (>= 0.9-72), zoo,
sf (>= 0.7-2), sftime, spacetime (>= 1.2-8), stars, FNN",yes,4.5.0,"https://github.com/r-spatial/gstat/,
https://r-spatial.github.io/gstat/",CRAN
gsubfn,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7,NA,proto,NA,no,4.5.0,https://github.com/ggrothendieck/gsubfn,CRAN
gt,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,R (>= 3.6.0),"base64enc (>= 0.1-3), bigD (>= 0.2), bitops (>= 1.0-7), cli
(>= 3.6.3), commonmark (>= 1.9.1), dplyr (>= 1.1.4), fs (>=
1.6.4), glue (>= 1.8.0), htmltools (>= 0.5.8.1), htmlwidgets
(>= 1.6.4), juicyjuice (>= 0.1.0), magrittr (>= 2.0.3),
markdown (>= 1.13), reactable (>= 0.4.4), rlang (>= 1.1.4),
sass (>= 0.4.9), scales (>= 1.3.0), tidyselect (>= 1.2.1),
vctrs, xml2 (>= 1.3.6)",no,4.5.0,"https://gt.rstudio.com, https://github.com/rstudio/gt",CRAN
gtable,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.6,NA,R (>= 4.0),"cli, glue, grid, lifecycle, rlang (>= 1.1.0), stats",no,4.5.0,"https://gtable.r-lib.org, https://github.com/r-lib/gtable",CRAN
gtExtras,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.0,NA,"R (>= 3.6.0), gt (>= 0.9.0)","commonmark, dplyr (>= 1.0.9), fontawesome (>= 0.4.0), ggplot2
(>= 3.4.0), glue (>= 1.6.1), htmltools (>= 0.5.3), paletteer
(>= 1.4.0), rlang (>= 1.0.4), scales (>= 1.2.0), knitr (>=
1.35), cli (>= 3.6.0)",no,4.5.0,"https://github.com/jthomasmock/gtExtras,
https://jthomasmock.github.io/gtExtras/",CRAN
gtools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.9.5,NA,"methods, stats, utils",NA,yes,4.5.0,https://github.com/r-gregmisc/gtools,CRAN
gtsummary,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.3.0,NA,R (>= 4.2),"cards (>= 0.6.1), cli (>= 3.6.3), dplyr (>= 1.1.3), glue (>=
1.8.0), gt (>= 0.11.1), lifecycle (>= 1.0.3), rlang (>= 1.1.1),
tidyr (>= 1.3.0), vctrs (>= 0.6.4)",no,4.5.0,"https://github.com/ddsjoberg/gtsummary,
https://www.danieldsjoberg.com/gtsummary/",CRAN
haplo.stats,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.9.7,NA,"R (>= 4.2.0), methods, stats, graphics, arsenal",rms,yes,4.5.0,https://analytictools.mayo.edu/research/haplo-stats/,CRAN
hardhat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.1,NA,R (>= 3.5.0),"cli (>= 3.6.0), glue (>= 1.6.2), rlang (>= 1.1.0), sparsevctrs
(>= 0.2.0), tibble (>= 3.2.1), vctrs (>= 0.6.0)",no,4.5.0,"https://github.com/tidymodels/hardhat,
https://hardhat.tidymodels.org",CRAN
HardyWeinberg,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.7.8,NA,"R (>= 1.8.0), mice, nnet, Rsolnp, shape",Rcpp,yes,4.5.0,"https://www.r-project.org, http://www-eio.upc.edu/~jan/",CRAN
harrypotter,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.1,NA,R (>= 2.10),"ggplot2 (>= 1.0.1), gridExtra",no,4.5.0,https://github.com/aljrico/harrypotter,CRAN
haven,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.5.5,NA,R (>= 3.6),"cli (>= 3.0.0), forcats (>= 0.2.0), hms, lifecycle, methods,
readr (>= 0.1.0), rlang (>= 0.4.0), tibble, tidyselect, vctrs
(>= 0.3.0)",yes,4.5.0,"https://haven.tidyverse.org, https://github.com/tidyverse/haven,
https://github.com/WizardMac/ReadStat",CRAN
hdrcde,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.4,NA,R (>= 2.15),"locfit, ash, ks, KernSmooth, ggplot2, RColorBrewer",yes,4.5.0,"https://pkg.robjhyndman.com/hdrcde/,
https://github.com/robjhyndman/hdrcde",CRAN
here,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,NA,rprojroot (>= 2.0.2),no,4.5.0,"https://here.r-lib.org/, https://github.com/r-lib/here",CRAN
hexbin,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.28.5,NA,"R (>= 2.0.1), methods","lattice, grid, graphics, grDevices, stats, utils",yes,4.5.0,https://github.com/edzer/hexbin,CRAN
highcharter,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9.4,NA,R (>= 2.10),"htmlwidgets, magrittr, purrr, rlist, assertthat, zoo, dplyr
(>= 1.0.0), tibble (>= 1.1), stringr (>= 1.3.0), broom, xts,
quantmod, tidyr, htmltools, jsonlite, igraph, lubridate, yaml,
rlang (>= 0.1.1), rjson",no,4.5.0,"https://jkunst.com/highcharter/,
https://github.com/jbkunst/highcharter",CRAN
highr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.11,NA,R (>= 3.3.0),xfun (>= 0.18),no,4.5.0,https://github.com/yihui/highr,CRAN
HistData,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9-3,NA,R (>= 4.1.0),NA,no,4.5.0,https://friendly.github.io/HistData/,CRAN
Hmisc,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,5.2-3,NA,R (>= 4.2.0),"methods, ggplot2, cluster, rpart, nnet, foreign, gtable, grid,
gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc, colorspace, rmarkdown, knitr, Formula",yes,4.5.0,https://hbiostat.org/R/Hmisc/,CRAN
hms,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.3,NA,NA,"lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>=
0.3.8)",no,4.5.0,"https://hms.tidyverse.org/, https://github.com/tidyverse/hms",CRAN
housingData,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.0,NA,R (>= 2.15),NA,no,4.5.0,http://github.com/hafen/housingData,CRAN
hrbrthemes,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.8.7,NA,R (>= 4.0.0),"ggplot2 (>= 3.4.0), grDevices, grid, scales, extrafont, tools,
magrittr, gdtools, utils",no,4.5.0,NA,CRAN
htmlTable,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.4.3,NA,R (>= 4.1),"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",no,4.5.0,https://gforge.se/packages/,CRAN
htmltools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.8.1,NA,R (>= 2.14.1),"base64enc, digest, fastmap (>= 1.1.0), grDevices, rlang (>=
1.0.0), utils",yes,4.5.0,"https://github.com/rstudio/htmltools,
https://rstudio.github.io/htmltools/",CRAN
htmlwidgets,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.4,NA,NA,"grDevices, htmltools (>= 0.5.7), jsonlite (>= 0.9.16), knitr
(>= 1.8), rmarkdown, yaml",no,4.5.0,https://github.com/ramnathv/htmlwidgets,CRAN
httpcode,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.0,NA,NA,NA,no,4.5.0,https://github.com/sckott/httpcode,CRAN
httpuv,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.16,NA,R (>= 2.15.1),"later (>= 0.8.0), promises, R6, Rcpp (>= 1.0.7), utils",yes,4.5.0,https://github.com/rstudio/httpuv,CRAN
httr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.7,NA,R (>= 3.5),"curl (>= 5.0.2), jsonlite, mime, openssl (>= 0.8), R6",no,4.5.0,"https://httr.r-lib.org/, https://github.com/r-lib/httr",CRAN
httr2,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.1,NA,R (>= 4.1),"cli (>= 3.0.0), curl (>= 6.4.0), glue, lifecycle, magrittr,
openssl, R6, rappdirs, rlang (>= 1.1.0), vctrs (>= 0.6.3),
withr",no,4.5.0,"https://httr2.r-lib.org, https://github.com/r-lib/httr2",CRAN
humaniformat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.0,NA,NA,"Rcpp, methods",yes,4.5.0,https://github.com/ironholds/humaniformat/,CRAN
hunspell,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.0.6,NA,R (>= 3.0.2),"Rcpp, digest",yes,4.5.0,"https://docs.ropensci.org/hunspell/
https://ropensci.r-universe.dev/hunspell",CRAN
huxtable,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,5.6.0,NA,R (>= 2.10),"assertthat, base64enc, commonmark, fansi, generics, glue,
htmltools, memoise, R6, rlang, stats, stringi, stringr (>=
1.2.0), tidyselect, utils, xml2",no,4.5.0,https://hughjonesd.github.io/huxtable/,CRAN
ICS,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4-2,NA,"R (>= 2.5.0), methods, mvtnorm","survey, graphics",no,4.5.0,NA,CRAN
ICSNP,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1-2,NA,"mvtnorm, ICS",NA,yes,4.5.0,NA,CRAN
ids,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,NA,"openssl, uuid",no,4.5.0,https://github.com/richfitz/ids,CRAN
igraph,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.4,NA,"methods, R (>= 3.5.0)","cli, graphics, grDevices, lifecycle, magrittr, Matrix,
pkgconfig (>= 2.0.0), rlang, stats, utils, vctrs",yes,4.5.0,"https://r.igraph.org/, https://igraph.org/,
https://igraph.discourse.group/",CRAN
infer,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.9,NA,R (>= 4.1),"broom, cli, dplyr (>= 0.7.0), generics, ggplot2 (>= 3.5.2),
glue (>= 1.3.0), grDevices, lifecycle, magrittr, methods,
patchwork, purrr, rlang (>= 0.2.0), tibble, tidyr, vctrs (>=
0.6.5)",no,4.5.0,"https://github.com/tidymodels/infer, https://infer.tidymodels.org/",CRAN
influenceR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.5,NA,R (>= 3.2.0),"igraph (>= 1.0.1), Matrix (>= 1.1-4), methods, utils",yes,4.5.0,https://github.com/khanna-lab/influenceR,CRAN
ini,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.1,NA,NA,NA,no,4.5.0,https://github.com/dvdscripter/ini,CRAN
inline,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.21,NA,NA,methods,no,4.5.0,"https://github.com/eddelbuettel/inline,
https://dirk.eddelbuettel.com/code/inline.html",CRAN
insight,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.1,NA,R (>= 3.6),"methods, stats, utils",no,4.5.0,https://easystats.github.io/insight/,CRAN
inspectdf,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.0.12.1,NA,R (>= 3.5.0),"dplyr, ggplot2, ggfittext, magrittr, progress, Rcpp, rlang,
tibble, tidyr",yes,4.5.0,https://alastairrushworth.github.io/inspectdf/,CRAN
install.load,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.5,NA,R (>= 2.14.1),"utils, fastmatch, checkmate, assertthat",no,4.5.0,https://gitlab.com/iembry/install.load,CRAN
interactionTest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2,NA,"stats, R (>= 3.4)",NA,no,4.5.0,NA,CRAN
interp,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1-6,NA,R (>= 3.5.0),"Rcpp (>= 0.12.9), deldir",yes,4.5.0,NA,CRAN
interplot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.3,NA,"R (>= 3.1.1), ggplot2, abind, arm","stats, dplyr, purrr, interactionTest",no,4.5.0,NA,CRAN
intervals,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.15.5,NA,R (>= 2.9.0),"utils, graphics, methods",yes,4.5.0,https://github.com/edzer/intervals,CRAN
inum,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-5,NA,R (>= 3.3.0),"stats, libcoin (>= 1.0-0)",no,4.5.0,NA,CRAN
ipred,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9-15,NA,R (>= 2.10),"rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",yes,4.5.0,NA,CRAN
irr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.84.1,NA,"R (>= 2.10), lpSolve",NA,no,4.5.0,https://www.r-project.org,CRAN
irrCAC,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0,NA,NA,NA,no,4.5.0,NA,CRAN
irrICC,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0,NA,NA,stats,no,4.5.0,NA,CRAN
irrNA,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.3,NA,R (>= 2.10.0),stats,no,4.5.0,https://CRAN.R-project.org/package=irrNA,CRAN
ISLR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4,NA,R (>= 3.5.0),NA,no,4.5.0,https://www.statlearning.com,CRAN
isoband,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.7,NA,NA,"grid, utils",yes,4.5.0,https://isoband.r-lib.org,CRAN
ISOcodes,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2025.05.18,NA,R (>= 3.5.0),NA,no,4.5.0,NA,CRAN
iterators,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.14,NA,"R (>= 2.5.0), utils",NA,no,4.5.0,https://github.com/RevolutionAnalytics/iterators,CRAN
itertools2,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.1,NA,R (>= 3.0.2),iterators (>= 1.0.7),no,4.5.0,"https://github.com/ramhiser/itertools2, http://ramhiser.com",CRAN
janeaustenr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,R (>= 3.5),NA,no,4.5.0,https://github.com/juliasilge/janeaustenr,CRAN
janitor,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.2.1,NA,R (>= 3.1.2),"dplyr (>= 1.0.0), hms, lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)",no,4.5.0,"https://github.com/sfirke/janitor,
https://sfirke.github.io/janitor/",CRAN
jmvcore,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.6.3,NA,R (>= 3.2),"R6 (>= 1.0.1), rlang (>= 0.3.0.1), jsonlite, base64enc",no,4.5.0,https://www.jamovi.org,CRAN
jomo,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.7-6,NA,NA,"stats, lme4, survival, MASS, ordinal, tibble",yes,4.5.0,NA,CRAN
jose,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.1,NA,openssl (>= 1.2.1),jsonlite,no,4.5.0,https://r-lib.r-universe.dev/jose,CRAN
jpeg,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1-11,NA,R (>= 2.9.0),NA,yes,4.5.0,https://www.rforge.net/jpeg/,CRAN
jquerylib,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.4,NA,NA,htmltools,no,4.5.0,NA,CRAN
jsonify,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.2,NA,R (>= 3.3.0),Rcpp (>= 0.12.18),yes,4.5.0,NA,CRAN
jsonlite,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0.0,NA,methods,NA,yes,4.5.0,"https://jeroen.r-universe.dev/jsonlite
https://arxiv.org/abs/1403.2805",CRAN
jtools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.3.0,NA,R (>= 3.6.0),"cli, generics, broom, broom.mixed, ggplot2 (>= 3.4.0),
magrittr, pander, pkgconfig, rlang, sandwich, tibble",no,4.5.0,https://jtools.jacob-long.com,CRAN
juicyjuice,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,NA,V8 (>= 4.2.0),no,4.5.0,https://github.com/rich-iannone/juicyjuice,CRAN
kableExtra,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.0,NA,R (>= 3.1.0),"knitr (>= 1.33), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rmarkdown (>= 1.6.0), scales, viridisLite, stats, grDevices,
htmltools, rstudioapi, tools, digest, graphics, svglite",no,4.5.0,"http://haozhu233.github.io/kableExtra/,
https://github.com/haozhu233/kableExtra",CRAN
kappaSize,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2,NA,R (>= 2.10),NA,no,4.5.0,NA,CRAN
Kendall,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.2.1,NA,R (>= 2.1.0),boot,yes,4.5.0,http://www.stats.uwo.ca/faculty/aim,CRAN
kendallknight,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7.0,NA,R(>= 3.5.0),stats,yes,4.5.0,"https://pacha.dev/kendallknight/,
https://github.com/pachadotdev/kendallknight",CRAN
keras,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.15.0,NA,R (>= 3.6),"generics (>= 0.0.1), reticulate (>= 1.31), tensorflow (>=
2.13.0.9000), tfruns (>= 1.0), magrittr, zeallot, glue,
methods, R6, rlang",no,4.5.0,"https://tensorflow.rstudio.com/,
https://github.com/rstudio/keras/tree/r2",CRAN
kernlab,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9-33,NA,R (>= 2.10),"methods, stats, grDevices, graphics",yes,4.5.0,NA,CRAN
KernSmooth,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.23-26,recommended,"R (>= 2.5.0), stats",NA,yes,4.5.0,NA,CRAN
khroma,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.16.0,NA,R (>= 3.5.0),"graphics, grDevices, grid, stats, utils",no,4.5.0,"https://codeberg.org/tesselle/khroma,
https://packages.tesselle.org/khroma/",CRAN
kimisc,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,NA,"memoise, plyr, pryr",no,4.5.0,"https://krlmlr.github.io/kimisc/, https://github.com/krlmlr/kimisc",CRAN
km.ci,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5-6,NA,R (>= 3.5.0),"stats, survival",no,4.5.0,NA,CRAN
KMsurv,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1-6,NA,NA,NA,no,4.5.0,https://github.com/jun-yan/KMsurv,CRAN
KMunicate,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.5,NA,"R (>= 2.10), survival","checkmate, cowplot, ggplot2, pammtools, tidyr",no,4.5.0,"https://ellessenne.github.io/KMunicate-package/,
https://github.com/ellessenne/KMunicate-package",CRAN
knitr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.50,NA,R (>= 3.6.0),"evaluate (>= 0.15), highr (>= 0.11), methods, tools, xfun (>=
0.51), yaml (>= 2.1.19)",no,4.5.0,https://yihui.org/knitr/,CRAN
knitxl,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,knitr (>= 1.39),"commonmark (>= 1.8.0), glue (>= 1.6.2), magrittr (>= 2.0.3),
openxlsx (>= 4.2.5), purrr (>= 0.3.4), R6 (>= 2.5.1),
readbitmap (>= 0.1.5), readr (>= 2.1.2), stringr (>= 1.4.0),
xml2 (>= 1.3.3), yaml (>= 2.3.7)",no,4.5.0,https://github.com/dreanod/knitxl,CRAN
ks,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.15.1,NA,R (>= 2.10.0),"FNN (>= 1.1), kernlab, KernSmooth (>= 2.22), Matrix, mclust,
mgcv, multicool, mvtnorm (>= 1.0-0), pracma",yes,4.5.0,https://www.mvstat.net/mvksa/,CRAN
kSamples,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2-10,NA,SuppDists,"methods, graphics, stats",yes,4.5.0,NA,CRAN
labeling,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.3,NA,NA,"stats, graphics",no,4.5.0,NA,CRAN
labelled,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.14.1,NA,R (>= 3.2),"haven (>= 2.4.1), cli, dplyr (>= 1.1.0), lifecycle, rlang (>=
1.1.0), vctrs, stringr, tidyr, tidyselect",no,4.5.0,"https://larmarange.github.io/labelled/,
https://github.com/larmarange/labelled",CRAN
laeken,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.3,NA,R (>= 3.2.0),"boot, MASS",no,4.5.0,NA,CRAN
lagree,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.0.0.9000,NA,R (>= 4.1.0),"broom, dplyr, glue, irr, janitor, magrittr, psych, purrr,
rlang, scales, stringr, tibble, tidyr",no,4.5.0,https://github.com/emilelatour/lagree,GitHub repo = emilelatour/lagree
